Year,Title,Authors,Institution Name,Institution Country,Citation Count,Topic
2006,Electrospinning for tissue engineering scaffolds,"John J. Lannutti, Darrell H. Reneker, Teng Ma, David L. Tomasko, Dave F. Farson","University of Akron, The Ohio State University, Florida A&M University - Florida State University College of Engineering",US,672,Engineering Biology
2019,Biomaterials for bone tissue engineering scaffolds: a review,"Huawei Qu, Hongya Fu, Zhenyu Han, Yang Sun","Heilongjiang University of Chinese Medicine, Harbin Institute of Technology, Harbin University",CN,672,Engineering Biology
1976,Mechanical changes in the knee after meniscectomy,"W Krause, Pope Mh, Rachel Johnson, DG Wilder",Unknown Institution,Unknown Country,671,Engineering Biology
2011,Improving Viability of Stem Cells During Syringe Needle Flow Through the Design of Hydrogel Cell Carriers,"Brian A. Aguado, Widya Mulyasasmita, James Su, Kyle J. Lampe, Sarah C. Heilshorn",Stanford University,US,671,Engineering Biology
2008,Biocompatible Initiators for Lactide Polymerization,"Rachel H. Platel, Linda M. Hodgson, Charlotte K. Williams",Imperial College London,GB,671,Engineering Biology
2006,Needle insertion into soft tissue: A survey,"Niki Abolhassani, Rajni V. Patel, M. Moallem",Western University,CA,671,Engineering Biology
2012,Super tough double network hydrogels and their application as biomaterials,"Md. Anamul Haque, Takayuki Kurokawa, Jian Ping Gong",Hokkaido University,JP,671,Engineering Biology
1999,DNA delivery from polymer matrices for tissue engineering,"Lonnie D. Shea, Elizabeth Smiley, Jeffrey Bonadio, David Mooney",University of Michigan–Ann Arbor,US,670,Engineering Biology
2017,"Additively manufactured metallic porous biomaterials based on minimal surfaces: A unique combination of topological, mechanical, and mass transport properties","F.S.L. Bobbert, Karel Lietaert, Ali Akbar Eftekhari, Behdad Pouran, S.M. Ahmadi, Harrie Weinans, Amir A. Zadpoor","University Medical Center Utrecht, Heidelberg University, Delft University of Technology, 3D Systems (Belgium), University Hospital Heidelberg, Technical University of Denmark, KU Leuven","BE, DK, DE, NL",670,Engineering Biology
2021,Application of subject-specific adaptive mechanical loading for bone healing in a mouse tail vertebral defect,"Angad Malhotra, Matthias Walle, Graeme R. Paul, Gisela Kuhn, Ralph Müller",ETH Zurich,CH,670,Engineering Biology
1996,Reproducibility of Nerve Fiber Layer Thickness Measurements Using Optical Coherence Tomography,"Joel S. Schuman, Tamar Pedut-Kloizman, Ellen Hertzmark, Michael R. Hee, J. R. Wilkins, Jeffery G. Coker, Carmen A. Puliafito, James G. Fujimoto, Eric A. Swanson","Eye Center, Massachusetts Institute of Technology, Tufts University","US, SA",669,Engineering Biology
2010,"Amorphous calcium phosphates: Synthesis, properties and uses in biomaterials","Christèle Combes, Christian Rey","Institut National Polytechnique de Toulouse, Université de Toulouse, Centre National de la Recherche Scientifique, Centre Interuniversitaire de Recherche et d’Ingénierie des Matériaux, Université Toulouse III - Paul Sabatier",FR,669,Engineering Biology
2008,Mesoporous silicon particles as a multistage delivery system for imaging and therapeutic applications,"Ennio Tasciotti, Xuewu Liu, Rohan Bhavane, Kevin Plant, Ashley D. Leonard, B. Katherine Price, Mark Ming‐Cheng Cheng, Paolo Decuzzi, James M. Tour, Fredika M. Robertson, Mauro Ferrari","Magna Graecia University, The University of Texas Health Science Center at Houston, Brown Foundation, Rice University, The University of Texas MD Anderson Cancer Center","IT, US",668,Engineering Biology
2008,Biocompatible polymer materials: Role of protein–surface interactions,"Hong Chen, Lin Yuan, Wei Song, Zhongkui Wu, Dan Li",Wuhan University of Technology,CN,668,Engineering Biology
1991,Pharmacokinetic Parameters in CNS Gd-DTPA Enhanced MR Imaging,"Gunnar Brix, Wolfhard Semmler, Rüdiger E. Port, Lothar R. Schad, G. Layer, Walter J. Lorenz","DKFZ-ZMBH Alliance, German Cancer Research Center",DE,668,Engineering Biology
1995,A new air displacement method for the determination of human body composition,"Philip Dempster, Susan G. Aitkens",Unknown Institution,Unknown Country,668,Engineering Biology
1979,Physiology and Mathematics of Myoelectric Signals,Carlo J. De Luca,Massachusetts Institute of Technology,US,668,Engineering Biology
2019,Smart Hydrogels in Tissue Engineering and Regenerative Medicine,"Somasundar Mantha, Sangeeth Pillai, Parisa Khayambashi, Akshaya Upadhyay, Yuli Zhang, Owen Tao, Hieu M. Pham, Simon D. Tran",McGill University,CA,668,Engineering Biology
2008,Radiotherapy enhancement with gold nanoparticles,"James F. Hainfeld, F. Avraham Dilmanian, Daniel N. Slatkin, Henry M. Smilowitz",Nanoprobes (United States),US,667,Engineering Biology
2009,Intracoronary Optical Coherence Tomography: A Comprehensive Review,"Hiram G. Bezerra, Marco A. Costa, Giulio Guagliumi, Andrew M. Rollins, Daniel I. Simon","Case Western Reserve University, University School, University Hospitals Case Medical Center, University of Bergamo","IT, US",666,Engineering Biology
1998,Effects of Mechanical Factors on the Fracture Healing Process,"L. Claes, Christa A. Heigele, Cornelia Neidlinger‐Wilke, Daniela Kaspar, Walter Seidl, Kristen Margevicius, Peter Augat","Universität Ulm, Helmholtz-Institute Ulm",DE,666,Engineering Biology
2009,Human microvasculature fabrication using thermal inkjet printing technology,"Xiaofeng Cui, Thomas Boland",Clemson University,US,666,Engineering Biology
2012,(α-NaYbF<sub>4</sub>:Tm<sup>3+</sup>)/CaF<sub>2</sub> Core/Shell Nanoparticles with Efficient Near-Infrared to Near-Infrared Upconversion for High-Contrast Deep Tissue Bioimaging,"Guanying Chen, Jie Shen, Tymish Y. Ohulchanskyy, Nayan J. Patel, Artem B. Kutikov, Zhipeng Li, Jie Song, Ravindra K. Pandey, Hans Ågren, Paras N. Prasad, Gang Han","University at Buffalo, State University of New York, Korea University, University of North Carolina at Chapel Hill, University of Massachusetts Chan Medical School, KTH Royal Institute of Technology, Harbin Institute of Technology, Roswell Park Comprehensive Cancer Center","KR, CN, US, SE",666,Engineering Biology
2000,"A direct comparison of wet, dry and insulating bioelectric recording electrodes","A. Searle, Les Kirkup",University of Technology Sydney,AU,666,Engineering Biology
1984,The Measurement of Broadband Ultrasonic Attenuation in Cancellous Bone,"Christian M. Langton, S.B. Palmer, Richard W. Porter","University of Hull, Doncaster Royal Infirmary",GB,666,Engineering Biology
2002,Terahertz pulse imaging in reflection geometry of human skin cancer and skin tissue,"Ruth M. Woodward, Bryan E. Cole, Vincent P. Wallace, R.J. Pye, Donald D. Arnone, E. H. Linfield, M. Pepper","TeraView (United Kingdom), University of Cambridge, Addenbrooke's Hospital",GB,665,Engineering Biology
2010,Chitosan Composites for Bone Tissue Engineering—An Overview,"Jayachandran Venkatesan, Se‐Kwon Kim",Pukyong National University,KR,665,Engineering Biology
2006,Collagen-Hydroxyapatite Composites for Hard Tissue Repair,"D.A. Wahl, JT Czernuszka",University of Oxford,GB,665,Engineering Biology
2018,Monitoring of the central blood pressure waveform via a conformal ultrasonic device,"Chonghe Wang, Xiaoshi Li, Hongjie Hu, Lin Zhang, Zhenlong Huang, Muyang Lin, Zhuorui Zhang, Zhenan Yin, Brady K. Huang, Hua Gong, Shubha Bhaskaran, Yue Gu, Mitsutoshi Makihata, Yuxuan Guo, Yusheng Lei, Yimu Chen, Chunfeng Wang, Yang Li, Tianjiao Zhang, Zeyu Chen, Albert P. Pisano, Liangfang Zhang, Qifa Zhou, Sheng Xu","Tianjin University, University of Southern California, University of California, San Diego, Zhengzhou University","CN, US",665,Engineering Biology
2020,3D printing of hydrogels: Rational design strategies and emerging biomedical applications,"Jinhua Li, Chengtie Wu, Paul K. Chu, Michael Gelinsky","Shanghai Institute of Ceramics, Chinese Academy of Sciences, TU Dresden, City University of Hong Kong","CN, DE, HK",665,Engineering Biology
2015,A review on powder-based additive manufacturing for tissue engineering: selective laser sintering and inkjet 3D printing,"Seyed Farid Seyed Shirazi, Samira Gharehkhani, Mehdi Mehrali, Hooman Yarmand, Hendrik Simon Cornelis Metselaar, Nahrizul Adib Kadri, Noor Azuan Abu Osman",University of Malaya,MY,664,Engineering Biology
2008,Selective oxidation using gold,"Cristina Della Pina, Ermelinda Falletta, Laura Prati, Michele Rossi",University of Milan,IT,664,Engineering Biology
2001,Computer prediction of human thermoregulatory and temperature responses to a wide range of environmental conditions,"Dusan Fiala, Kevin J. Lomas, Martin Stohrer","De Montfort University, Stuttgart University of Applied Sciences","GB, DE",664,Engineering Biology
1993,Inductive heating of ferrimagnetic particles and magnetic fluids: Physical evaluation of their potential for hyperthermia,"Andreas Jordan, Peter Wust, H. Fählin, W. John, Andréas Hinz, R. Félix","Freie Universität Berlin, Technische Universität Berlin",DE,664,Engineering Biology
2005,Bone graft substitutes,"Cato T. Laurencin, Yusuf Khan, Saadiq F. El‐Amin",University of Virginia,US,664,Engineering Biology
2008,Synergistically Integrated Nanoparticles as Multimodal Probes for Nanobiotechnology,"Jinwoo Cheon, Jae‐Hyun Lee",Yonsei University,KR,664,Engineering Biology
2006,Ultrasound–biophysics mechanisms,William D. O’Brien,University of Illinois Urbana-Champaign,US,664,Engineering Biology
2005,<i>In vivo</i> biocompatibility of bacterial cellulose,"Gisela Helenius, Henrik Bäckdahl, Aase Bodin, Ulf Nannmark, Paul Gatenholm, Bo Risberg","University of Gothenburg, Chalmers University of Technology, Sahlgrenska University Hospital",SE,663,Engineering Biology
2014,Smart Human Serum Albumin-Indocyanine Green Nanoparticles Generated by Programmed Assembly for Dual-Modal Imaging-Guided Cancer Synergistic Phototherapy,"Zonghai Sheng, Dehong Hu, Mingbin Zheng, Pengfei Zhao, Huilong Liu, Duyang Gao, Ping Gong, Guanhui Gao, Pengfei Zhang, Yifan Ma, Lintao Cai","The Military General Hospital of Beijing PLA, Chinese Academy of Sciences",CN,663,Engineering Biology
2008,Assessment methods in human body composition,"Seon Yeong Lee, Dympna Gallagher","St. Luke's-Roosevelt Hospital Center, Columbia University, GTx (United States), Gallagher (United States), Inje University Sanggye Paik Hospital","US, KR",663,Engineering Biology
2012,Serial two-photon tomography for automated ex vivo mouse brain imaging,"Timothy Ragan, Lolahon Kadiri, Kannan Umadevi Venkataraju, Karsten Bahlmann, Jason Sutin, Julián Taranda, Ignacio Arganda‐Carreras, Yongsoo Kim, H. Sebastian Seung, Pavel Osten","Massachusetts Institute of Technology, Cold Spring Harbor Laboratory, TissueVision (United States)",US,663,Engineering Biology
2003,Cell sheet engineering for myocardial tissue reconstruction,"Tatsuya Shimizu, Masayuki Yamato, Akihiko Kikuchi, Teruo Okano",Tokyo Women's Medical University,JP,663,Engineering Biology
2010,"Microwave Tumor Ablation: Mechanism of Action, Clinical Results, and Devices","Meghan G. Lubner, Christopher L. Brace, J. Louis Hinshaw, Fred T. Lee","Highland Community College - Illinois, University of Wisconsin–Madison",US,663,Engineering Biology
2002,Chondrogenic Potential of Adipose Tissue-Derived Stromal Cells in Vitro and in Vivo,"Geoffrey R. Erickson, Jeffrey M. Gimble, Dawn M. Franklin, Henry E. Rice, Hani A. Awad, Farshid Guilak","Duke University, Zen Bio (United States), Orthopaedic Research Laboratories, Duke University Hospital, Triangle, Duke Medical Center",US,662,Engineering Biology
2015,Chitosan nanoparticle based delivery systems for sustainable agriculture,"Prem Lal Kashyap, Xu Xiang, Patricia A. Heiden","Michigan Technological University, National Bureau of Agriculturally Important Microorganisms","US, IN",662,Engineering Biology
2010,The use of whole organ decellularization for the generation of a vascularized liver organoid,"Pedro M. Baptista, Mohummad Minhaj Siddiqui, Genevieve Lozier, Sergio R. Rodriguez, Anthony Atala, Shay Söker","Harvard–MIT Division of Health Sciences and Technology, Mexican Social Security Institute, Forest Institute, Fundação para a Ciência e Tecnologia, Rice University, Wake Forest University","MX, US, PT",662,Engineering Biology
2010,On the Mechanistic Origins of Toughness in Bone,"Maximilien E. Launey, Markus J. Buehler, Robert O. Ritchie","Massachusetts Institute of Technology, Lawrence Berkeley National Laboratory, University of California, Berkeley",US,662,Engineering Biology
2008,Biomimetic chitosan–nanohydroxyapatite composite scaffolds for bone tissue engineering,"W.W. Thein-Han, R.D.K. Misra",University of Louisiana at Lafayette,US,661,Engineering Biology
2008,Collagen Tissue Engineering: Development of Novel Biomaterials and Applications,"Lian Cen, Wei Liu, Lei Cui, Wenjie Zhang, Yilin Cao",Shanghai Jiao Tong University,CN,661,Engineering Biology
2019,Polylactic acid: synthesis and biomedical applications,"Mamata Singhvi, Smita Zinjarde, D. V. Gokhale","National Chemical Laboratory, Savitribai Phule Pune University, Institute of Bioinformatics",IN,661,Engineering Biology
2006,Sulfated chitin and chitosan as novel biomaterials,"R. Jayakumar, Nitar Nwe, Seiichi Tokura, Hiroshi Tamura",Kansai University,JP,660,Engineering Biology
2006,Coated microneedles for transdermal delivery,"Harvinder Singh Gill, Mark R. Prausnitz","The Wallace H. Coulter Department of Biomedical Engineering, Georgia Institute of Technology",US,660,Engineering Biology
2003,Selected Methods for Imaging Elastic Properties of Biological Tissues,"James F. Greenleaf, Mostafa Fatemi, Michael F. Insana","Mayo Clinic, University of California, Davis",US,660,Engineering Biology
2007,Multifunctional chondroitin sulphate for cartilage tissue–biomaterial integration,"Dong‐An Wang, Shyni Varghese, Blanka Sharma, Iossif Strehin, Sara Fermanian, Justin M. Gorham, D. Howard Fairbrother, Brett M. Cascio, Jennifer H. Elisseeff","Nanyang Technological University, Johns Hopkins University","US, SG",660,Engineering Biology
2012,Biomaterial-Associated Infection: Locating the Finish Line in the Race for the Surface,"Henk J. Busscher, Henny C. van der Mei, Guruprakash Subbiahdoss, Paul C. Jutte, J.J.A.M. van den Dungen, Sebastian A. J. Zaat, Marcus J. Schultz, David W. Grainger","Academic Medical Center, University Medical Center Groningen, University of Utah, University of Groningen, University of Amsterdam","US, NL",660,Engineering Biology
1999,Wavelet analysis of oscillations in the peripheral blood circulation measured by laser Doppler technique,"Aneta Stefanovska, Maja Bračič, Hebe Désirée Kvernmo","University of Stuttgart, UiT The Arctic University of Norway, Oslo University Hospital, University of Ljubljana","NO, DE, SI",660,Engineering Biology
1958,Reconstituted rattail collagen used as substrate for tissue cultures on coverslips in Maximow slides and roller tubes.,Bornstein Mb,Unknown Institution,Unknown Country,660,Engineering Biology
2015,Three-Dimensional Printing of High-Content Graphene Scaffolds for Electronic and Biomedical Applications,"Adam E. Jakus, Ethan B. Secor, Alexandra L. Rutz, Sumanas W. Jordan, Mark C. Hersam, Ramille N. Shah",Northwestern University,US,660,Engineering Biology
